transaction_id,customer_id,Card Type,Card Type2,Card Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
1273,691,NA,NA,,,,,,,Y,High Debt
1274,899,NA,NA,,,,,,,Y,Unstable Employment
1275,828,Gold,Gold,100000,3,13-01-2023,49902,Electronics,Paid,N,
1276,149,card_type,card_type,credit_limit,1,13-04-2023,26620,Dining,Paid,N,
1277,769,card_type,card_type,credit_limit,1,16-12-2023,578,Dining,Paid,N,
1278,150,Silver,Silver,50000,2,01-06-2023,36391,Travel,Paid,N,
1279,772,Silver,Silver,50000,2,20-08-2023,25973,Groceries,Paid,N,
1280,631,Silver,Silver,50000,2,15-10-2023,40332,Electronics,Paid,N,
1281,244,Platinum,Platinum,300000,4,25-01-2023,46336,Electronics,Paid,N,
1282,397,NA,NA,,,,,,,Y,Unstable Employment
1283,808,NA,NA,,,,,,,Y,High Debt
1284,566,NA,NA,,,,,,,Y,Low Salary
1285,14,NA,NA,,,,,,,Y,High Debt
1286,208,NA,NA,,,,,,,Y,Unstable Employment
1287,850,card_type,card_type,credit_limit,1,27-12-2023,8917,Dining,Paid,N,
1288,774,NA,NA,,,,,,,Y,Low CIBIL
1289,795,NA,NA,,,,,,,Y,Low CIBIL
1290,302,Platinum,Platinum,300000,4,16-12-2023,13862,Groceries,Paid,N,
1291,192,NA,NA,,,,,,,Y,Low CIBIL
1292,753,Silver,Silver,50000,2,08-08-2023,1709,Dining,Paid,N,
1293,570,Gold,Gold,100000,3,27-10-2023,38421,Dining,Paid,N,
1294,6,NA,NA,,,,,,,Y,High Debt
1295,478,NA,NA,,,,,,,Y,Low CIBIL
1296,41,NA,NA,,,,,,,Y,Low CIBIL
1297,331,Silver,Silver,50000,2,17-11-2023,5398,Fuel,Paid,N,
1298,864,NA,NA,,,,,,,Y,High Debt
1299,503,NA,NA,,,,,,,Y,High Debt
1300,75,NA,NA,,,,,,,Y,High Debt
1301,539,card_type,card_type,credit_limit,1,24-09-2023,19062,Groceries,Paid,N,
1302,806,NA,NA,,,,,,,Y,Low CIBIL
1303,426,Gold,Gold,100000,3,24-04-2023,11371,Travel,Default,N,
1304,680,NA,NA,,,,,,,Y,High Debt
1305,340,Gold,Gold,100000,3,13-11-2023,8110,Fuel,Paid,N,
1306,487,Gold,Gold,100000,3,27-06-2023,44345,Electronics,Paid,N,
1307,247,Gold,Gold,100000,3,16-12-2023,27882,Dining,Paid,N,
1308,391,Silver,Silver,50000,2,04-10-2023,16291,Dining,Paid,N,
1309,26,NA,NA,,,,,,,Y,High Debt
1310,527,Gold,Gold,100000,3,01-06-2023,35812,Travel,Paid,N,
1311,329,Silver,Silver,50000,2,27-03-2023,38790,Fuel,Paid,N,
1312,547,Silver,Silver,50000,2,18-04-2023,2870,Travel,Paid,N,
1313,886,NA,NA,,,,,,,Y,Unstable Employment
1314,856,card_type,card_type,credit_limit,1,26-12-2023,20165,Electronics,Paid,N,
1315,663,NA,NA,,,,,,,Y,Low Salary
1316,765,NA,NA,,,,,,,Y,Low CIBIL
1317,25,NA,NA,,,,,,,Y,Unstable Employment
1318,735,NA,NA,,,,,,,Y,High Debt
1319,39,NA,NA,,,,,,,Y,Low Salary
1320,76,Silver,Silver,50000,2,09-05-2023,5210,Fuel,Paid,N,
1321,73,Silver,Silver,50000,2,28-07-2023,828,Electronics,Paid,N,
1322,462,NA,NA,,,,,,,Y,Unstable Employment
1323,444,Silver,Silver,50000,2,11-12-2023,46951,Groceries,Default,N,
1324,548,NA,NA,,,,,,,Y,Low Salary
1325,657,Gold,Gold,100000,3,27-10-2023,38847,Groceries,Paid,N,
1326,718,Gold,Gold,100000,3,15-09-2023,21112,Groceries,Paid,N,
1327,297,NA,NA,,,,,,,Y,High Debt
1328,622,NA,NA,,,,,,,Y,Low Salary
1329,289,NA,NA,,,,,,,Y,Unstable Employment
1330,391,Gold,Gold,100000,3,16-01-2023,46390,Electronics,Paid,N,
1331,161,Silver,Silver,50000,2,20-07-2023,7294,Fuel,Paid,N,
1332,303,NA,NA,,,,,,,Y,Low CIBIL
1333,306,NA,NA,,,,,,,Y,High Debt
1334,12,NA,NA,,,,,,,Y,Low CIBIL
1335,127,Silver,Silver,50000,2,02-11-2023,33388,Electronics,Default,N,
1336,551,Silver,Silver,50000,2,26-06-2023,7249,Travel,Paid,N,
1337,423,NA,NA,,,,,,,Y,Low CIBIL
1338,165,Silver,Silver,50000,2,10-05-2023,47031,Travel,Paid,N,
1339,118,NA,NA,,,,,,,Y,Low CIBIL
1340,688,Silver,Silver,50000,2,09-10-2023,21108,Electronics,Paid,N,
1341,661,NA,NA,,,,,,,Y,Low Salary
1342,298,Silver,Silver,50000,2,12-04-2023,15950,Fuel,Paid,N,
1343,499,NA,NA,,,,,,,Y,High Debt
1344,366,Silver,Silver,50000,2,01-05-2023,4175,Groceries,Paid,N,
1345,292,NA,NA,,,,,,,Y,Low Salary
1346,199,Gold,Gold,100000,3,18-06-2023,18960,Fuel,Paid,N,
1347,676,Gold,Gold,100000,3,20-03-2023,38911,Fuel,Paid,N,
1348,581,NA,NA,,,,,,,Y,High Debt
1349,828,Platinum,Platinum,300000,4,28-03-2023,12060,Groceries,Paid,N,
1350,321,card_type,card_type,credit_limit,1,31-12-2023,32963,Electronics,Paid,N,
1351,284,NA,NA,,,,,,,Y,High Debt
1352,138,NA,NA,,,,,,,Y,High Debt
1353,899,NA,NA,,,,,,,Y,Unstable Employment
1354,474,NA,NA,,,,,,,Y,Unstable Employment
1355,368,NA,NA,,,,,,,Y,High Debt
1356,499,NA,NA,,,,,,,Y,Low Salary
1357,180,NA,NA,,,,,,,Y,Low Salary
1358,862,NA,NA,,,,,,,Y,High Debt
1359,880,Silver,Silver,50000,2,11-04-2023,32163,Dining,Paid,N,
1360,752,NA,NA,,,,,,,Y,Low Salary
1361,745,Silver,Silver,50000,2,17-09-2023,48651,Groceries,Paid,N,
1362,833,NA,NA,,,,,,,Y,Unstable Employment
1363,788,NA,NA,,,,,,,Y,Low CIBIL
1364,38,NA,NA,,,,,,,Y,High Debt
1365,557,Gold,Gold,100000,3,18-03-2023,3670,Dining,Paid,N,
1366,402,Gold,Gold,100000,3,29-10-2023,33623,Dining,Paid,N,
1367,138,NA,NA,,,,,,,Y,Unstable Employment
1368,514,NA,NA,,,,,,,Y,Low Salary
1369,407,Silver,Silver,50000,2,06-12-2023,29310,Travel,Paid,N,
1370,869,Gold,Gold,100000,3,13-03-2023,10218,Electronics,Paid,N,
1371,164,NA,NA,,,,,,,Y,Low CIBIL
1372,580,NA,NA,,,,,,,Y,Low CIBIL
1373,754,NA,NA,,,,,,,Y,Unstable Employment
1374,368,NA,NA,,,,,,,Y,Low Salary
1375,225,NA,NA,,,,,,,Y,Unstable Employment
1376,238,NA,NA,,,,,,,Y,Low Salary
1377,271,NA,NA,,,,,,,Y,High Debt
1378,240,Silver,Silver,50000,2,23-09-2023,528,Dining,Paid,N,
1379,398,Platinum,Platinum,300000,4,24-01-2023,48099,Groceries,Paid,N,
1380,665,NA,NA,,,,,,,Y,High Debt
1381,106,Gold,Gold,100000,3,15-05-2023,17897,Fuel,Paid,N,
1382,558,NA,NA,,,,,,,Y,Low CIBIL
1383,386,NA,NA,,,,,,,Y,Unstable Employment
1384,375,NA,NA,,,,,,,Y,Low Salary
1385,530,NA,NA,,,,,,,Y,High Debt
1386,386,NA,NA,,,,,,,Y,Low CIBIL
1387,529,NA,NA,,,,,,,Y,Unstable Employment
1388,362,NA,NA,,,,,,,Y,High Debt
1389,499,NA,NA,,,,,,,Y,Unstable Employment
1390,619,NA,NA,,,,,,,Y,Low Salary
1391,514,NA,NA,,,,,,,Y,Low CIBIL
1392,451,Silver,Silver,50000,2,21-09-2023,44162,Dining,Paid,N,
1393,217,NA,NA,,,,,,,Y,Low CIBIL
1394,192,NA,NA,,,,,,,Y,Low CIBIL
1395,371,NA,NA,,,,,,,Y,Low Salary
1396,677,NA,NA,,,,,,,Y,Low CIBIL
1397,425,NA,NA,,,,,,,Y,High Debt
1398,738,Gold,Gold,100000,3,03-09-2023,42287,Electronics,Paid,N,
1399,216,Silver,Silver,50000,2,30-07-2023,45906,Groceries,Paid,N,
1400,250,Silver,Silver,50000,2,31-10-2023,48157,Travel,Paid,N,
1401,138,NA,NA,,,,,,,Y,Low Salary
1402,587,NA,NA,,,,,,,Y,Low CIBIL
1403,58,Gold,Gold,100000,3,03-04-2023,2524,Fuel,Paid,N,
1404,416,Silver,Silver,50000,2,05-12-2023,39107,Dining,Paid,N,
1405,88,Silver,Silver,50000,2,30-08-2023,14003,Electronics,Paid,N,
1406,175,NA,NA,,,,,,,Y,Low CIBIL
1407,851,NA,NA,,,,,,,Y,Unstable Employment
1408,616,Silver,Silver,50000,2,04-04-2023,10803,Fuel,Paid,N,
1409,676,Gold,Gold,100000,3,18-12-2023,17638,Dining,Paid,N,
1410,465,NA,NA,,,,,,,Y,Low Salary
1411,236,NA,NA,,,,,,,Y,Unstable Employment
1412,395,Silver,Silver,50000,2,14-04-2023,25845,Fuel,Paid,N,
1413,881,NA,NA,,,,,,,Y,Unstable Employment
1414,847,NA,NA,,,,,,,Y,Low CIBIL
1415,621,Silver,Silver,50000,2,11-11-2023,30005,Fuel,Paid,N,
1416,40,Silver,Silver,50000,2,04-12-2023,2406,Travel,Default,N,
1417,618,Silver,Silver,50000,2,14-12-2023,40667,Electronics,Paid,N,
1418,535,NA,NA,,,,,,,Y,Unstable Employment
1419,380,NA,NA,,,,,,,Y,Low Salary
1420,715,NA,NA,,,,,,,Y,Unstable Employment
1421,235,Platinum,Platinum,300000,4,15-07-2023,8461,Dining,Paid,N,
1422,604,NA,NA,,,,,,,Y,Low Salary
1423,436,NA,NA,,,,,,,Y,Low CIBIL
1424,261,Platinum,Platinum,300000,4,12-02-2023,26640,Dining,Paid,N,
1425,613,Gold,Gold,100000,3,03-01-2023,12531,Groceries,Paid,N,
1426,592,NA,NA,,,,,,,Y,Low Salary
1427,533,card_type,card_type,credit_limit,1,16-04-2023,15628,Dining,Paid,N,
1428,419,Gold,Gold,100000,3,07-08-2023,16163,Fuel,Paid,N,
1429,260,NA,NA,,,,,,,Y,High Debt
1430,876,Gold,Gold,100000,3,10-11-2023,34728,Dining,Paid,N,
1431,697,NA,NA,,,,,,,Y,Unstable Employment
1432,774,NA,NA,,,,,,,Y,Low CIBIL
1433,424,NA,NA,,,,,,,Y,Unstable Employment
1434,184,Platinum,Platinum,300000,4,05-09-2023,16182,Dining,Paid,N,
1435,315,Gold,Gold,100000,3,23-07-2023,15693,Travel,Paid,N,
1436,876,Silver,Silver,50000,2,17-08-2023,29061,Travel,Paid,N,
1437,103,Gold,Gold,100000,3,23-06-2023,44313,Fuel,Paid,N,
1438,629,Silver,Silver,50000,2,22-11-2023,8266,Groceries,Paid,N,
1439,824,Silver,Silver,50000,2,30-08-2023,30344,Fuel,Paid,N,
1440,446,card_type,card_type,credit_limit,1,24-04-2023,29932,Dining,Default,N,
1441,82,Gold,Gold,100000,3,25-07-2023,30004,Fuel,Paid,N,
1442,672,NA,NA,,,,,,,Y,High Debt
1443,729,Silver,Silver,50000,2,31-03-2023,37646,Electronics,Paid,N,
1444,450,Gold,Gold,100000,3,03-12-2023,40797,Fuel,Paid,N,
1445,293,NA,NA,,,,,,,Y,Low CIBIL
1446,35,Silver,Silver,50000,2,12-12-2023,21358,Groceries,Paid,N,
1447,369,NA,NA,,,,,,,Y,Low CIBIL
1448,671,card_type,card_type,credit_limit,1,14-02-2023,3571,Dining,Paid,N,
1449,799,NA,NA,,,,,,,Y,Unstable Employment
1450,362,NA,NA,,,,,,,Y,Unstable Employment
1451,416,Silver,Silver,50000,2,27-12-2023,17439,Groceries,Paid,N,
1452,93,NA,NA,,,,,,,Y,High Debt
1453,744,NA,NA,,,,,,,Y,High Debt
1454,356,Platinum,Platinum,300000,4,10-04-2023,25431,Electronics,Paid,N,
1455,414,Silver,Silver,50000,2,28-07-2023,44960,Fuel,Paid,N,
1456,110,NA,NA,,,,,,,Y,Low Salary
1457,516,Platinum,Platinum,300000,4,01-03-2023,1540,Fuel,Paid,N,
1458,264,NA,NA,,,,,,,Y,High Debt
1459,711,NA,NA,,,,,,,Y,Unstable Employment
1460,387,Gold,Gold,100000,3,23-06-2023,3186,Electronics,Paid,N,
1461,698,Gold,Gold,100000,3,15-01-2023,13166,Electronics,Paid,N,
1462,120,Gold,Gold,100000,3,21-11-2023,35821,Travel,Default,N,
1463,694,Gold,Gold,100000,3,31-07-2023,2279,Dining,Paid,N,
1464,529,NA,NA,,,,,,,Y,Low Salary
1465,718,Platinum,Platinum,300000,4,17-02-2023,13686,Electronics,Paid,N,
1466,690,Gold,Gold,100000,3,02-04-2023,16959,Electronics,Paid,N,
1467,322,NA,NA,,,,,,,Y,High Debt
1468,224,NA,NA,,,,,,,Y,High Debt
1469,188,Silver,Silver,50000,2,13-04-2023,21210,Travel,Paid,N,
1470,754,NA,NA,,,,,,,Y,Low CIBIL
1471,894,NA,NA,,,,,,,Y,High Debt
1472,212,Silver,Silver,50000,2,08-05-2023,22719,Fuel,Paid,N,
1473,365,NA,NA,,,,,,,Y,Low CIBIL
1474,798,NA,NA,,,,,,,Y,Low Salary
1475,123,Gold,Gold,100000,3,06-12-2023,5557,Electronics,Paid,N,
1476,629,Silver,Silver,50000,2,05-10-2023,19233,Groceries,Paid,N,
1477,869,Platinum,Platinum,300000,4,11-06-2023,19657,Electronics,Paid,N,
1478,589,NA,NA,,,,,,,Y,High Debt
1479,503,NA,NA,,,,,,,Y,Low CIBIL
1480,783,NA,NA,,,,,,,Y,High Debt
1481,408,NA,NA,,,,,,,Y,Low CIBIL
1482,769,card_type,card_type,credit_limit,1,05-08-2023,35530,Electronics,Paid,N,
1483,554,Silver,Silver,50000,2,21-07-2023,20113,Travel,Paid,N,
1484,469,Silver,Silver,50000,2,24-08-2023,43576,Dining,Paid,N,
1485,706,Silver,Silver,50000,2,18-04-2023,17992,Electronics,Default,N,
1486,595,Silver,Silver,50000,2,10-11-2023,21246,Dining,Paid,N,
1487,192,NA,NA,,,,,,,Y,High Debt
1488,243,NA,NA,,,,,,,Y,High Debt
1489,483,Platinum,Platinum,300000,4,13-09-2023,5688,Electronics,Paid,N,
1490,216,Gold,Gold,100000,3,10-07-2023,42070,Dining,Paid,N,
1491,875,NA,NA,,,,,,,Y,Unstable Employment
1492,287,Gold,Gold,100000,3,09-03-2023,30180,Fuel,Paid,N,
1493,703,Silver,Silver,50000,2,19-05-2023,38325,Travel,Paid,N,
1494,569,NA,NA,,,,,,,Y,Unstable Employment
1495,877,Silver,Silver,50000,2,18-03-2023,37266,Electronics,Paid,N,
1496,826,Silver,Silver,50000,2,13-09-2023,9364,Travel,Paid,N,
1497,870,Gold,Gold,100000,3,03-06-2023,36945,Dining,Paid,N,
1498,576,NA,NA,,,,,,,Y,Low Salary
1499,408,NA,NA,,,,,,,Y,Low Salary
1500,708,NA,NA,,,,,,,Y,Low CIBIL
1501,62,NA,NA,,,,,,,Y,Low CIBIL
1502,834,NA,NA,,,,,,,Y,High Debt
1503,488,NA,NA,,,,,,,Y,Low Salary
1504,461,NA,NA,,,,,,,Y,High Debt
1505,267,NA,NA,,,,,,,Y,High Debt
1506,369,NA,NA,,,,,,,Y,High Debt
1507,353,NA,NA,,,,,,,Y,Low Salary
1508,422,NA,NA,,,,,,,Y,Low Salary
1509,360,Gold,Gold,100000,3,29-11-2023,6296,Fuel,Paid,N,
1510,179,NA,NA,,,,,,,Y,High Debt
1511,364,Gold,Gold,100000,3,07-09-2023,47718,Electronics,Paid,N,
1512,81,Gold,Gold,100000,3,26-08-2023,39631,Travel,Paid,N,
1513,890,NA,NA,,,,,,,Y,Low CIBIL
1514,656,NA,NA,,,,,,,Y,High Debt
1515,432,Gold,Gold,100000,3,06-02-2023,8623,Groceries,Paid,N,
1516,166,NA,NA,,,,,,,Y,High Debt
1517,234,Gold,Gold,100000,3,30-05-2023,8722,Dining,Paid,N,
1518,620,NA,NA,,,,,,,Y,Unstable Employment
1519,278,Platinum,Platinum,300000,4,05-07-2023,24574,Fuel,Paid,N,
1520,534,NA,NA,,,,,,,Y,Unstable Employment
1521,424,NA,NA,,,,,,,Y,Low CIBIL
1522,189,NA,NA,,,,,,,Y,Low Salary
1523,129,card_type,card_type,credit_limit,1,25-12-2023,46922,Groceries,Paid,N,
1524,216,Silver,Silver,50000,2,18-02-2023,30325,Groceries,Paid,N,
1525,900,Silver,Silver,50000,2,14-01-2023,37339,Electronics,Paid,N,
1526,537,NA,NA,,,,,,,Y,Low Salary
1527,107,NA,NA,,,,,,,Y,High Debt
1528,633,Silver,Silver,50000,2,19-07-2023,42076,Dining,Paid,N,
1529,235,Gold,Gold,100000,3,15-08-2023,3286,Travel,Paid,N,
1530,135,NA,NA,,,,,,,Y,Low CIBIL
1531,30,NA,NA,,,,,,,Y,Low Salary
1532,680,NA,NA,,,,,,,Y,High Debt
1533,882,Platinum,Platinum,300000,4,28-08-2023,34138,Fuel,Paid,N,
1534,279,NA,NA,,,,,,,Y,Unstable Employment
1535,139,Gold,Gold,100000,3,22-08-2023,37464,Fuel,Paid,N,
1536,446,Silver,Silver,50000,2,04-09-2023,45064,Fuel,Paid,N,
1537,233,NA,NA,,,,,,,Y,Low Salary
1538,453,NA,NA,,,,,,,Y,High Debt
1539,375,NA,NA,,,,,,,Y,Unstable Employment
1540,267,NA,NA,,,,,,,Y,Low CIBIL
1541,311,NA,NA,,,,,,,Y,Low Salary
1542,1,NA,NA,,,,,,,Y,Low CIBIL
1543,353,NA,NA,,,,,,,Y,High Debt
1544,481,Gold,Gold,100000,3,09-09-2023,26488,Electronics,Paid,N,
1545,307,Silver,Silver,50000,2,30-05-2023,36007,Fuel,Paid,N,
1546,237,NA,NA,,,,,,,Y,Low Salary
1547,562,NA,NA,,,,,,,Y,High Debt
1548,194,NA,NA,,,,,,,Y,Unstable Employment
1549,575,Gold,Gold,100000,3,25-03-2023,34208,Electronics,Paid,N,
1550,849,Gold,Gold,100000,3,10-02-2023,33608,Electronics,Paid,N,
1551,641,card_type,card_type,credit_limit,1,10-11-2023,30215,Dining,Paid,N,
1552,292,NA,NA,,,,,,,Y,High Debt
1553,423,NA,NA,,,,,,,Y,Low CIBIL
1554,874,NA,NA,,,,,,,Y,Low Salary
1555,187,NA,NA,,,,,,,Y,Low CIBIL
1556,297,NA,NA,,,,,,,Y,Low Salary
1557,653,NA,NA,,,,,,,Y,Unstable Employment
1558,633,Gold,Gold,100000,3,15-11-2023,24306,Electronics,Paid,N,
1559,193,NA,NA,,,,,,,Y,High Debt
1560,20,NA,NA,,,,,,,Y,Low CIBIL
1561,51,NA,NA,,,,,,,Y,Low Salary
1562,191,NA,NA,,,,,,,Y,Low Salary
1563,289,NA,NA,,,,,,,Y,High Debt
1564,129,Silver,Silver,50000,2,30-04-2023,37401,Groceries,Paid,N,
1565,155,NA,NA,,,,,,,Y,Low Salary
1566,506,NA,NA,,,,,,,Y,Low CIBIL
1567,351,Gold,Gold,100000,3,13-09-2023,17543,Dining,Paid,N,
1568,475,NA,NA,,,,,,,Y,Low Salary
1569,339,NA,NA,,,,,,,Y,Low Salary
1570,864,NA,NA,,,,,,,Y,Low CIBIL
1571,58,Platinum,Platinum,300000,4,06-02-2023,10725,Fuel,Paid,N,
1572,482,Silver,Silver,50000,2,09-05-2023,10252,Electronics,Paid,N,
1573,849,Silver,Silver,50000,2,01-01-2024,3957,Travel,Paid,N,
1574,395,Gold,Gold,100000,3,18-01-2023,43116,Travel,Paid,N,
1575,472,NA,NA,,,,,,,Y,Low Salary
1576,534,NA,NA,,,,,,,Y,Low CIBIL
1577,485,NA,NA,,,,,,,Y,Unstable Employment
1578,698,Gold,Gold,100000,3,23-03-2023,9741,Groceries,Paid,N,
1579,763,Silver,Silver,50000,2,23-11-2023,953,Dining,Paid,N,
1580,204,Gold,Gold,100000,3,08-12-2023,10396,Travel,Paid,N,
1581,116,Silver,Silver,50000,2,16-06-2023,22326,Groceries,Paid,N,
1582,172,Gold,Gold,100000,3,22-07-2023,11476,Travel,Paid,N,
1583,10,Gold,Gold,100000,3,20-12-2023,49140,Electronics,Paid,N,
1584,705,NA,NA,,,,,,,Y,Low CIBIL
1585,381,Silver,Silver,50000,2,13-09-2023,34086,Groceries,Paid,N,
1586,703,Gold,Gold,100000,3,17-11-2023,5368,Groceries,Paid,N,
1587,62,NA,NA,,,,,,,Y,High Debt
1588,661,NA,NA,,,,,,,Y,Low CIBIL
1589,719,Silver,Silver,50000,2,30-04-2023,16896,Dining,Paid,N,
1590,572,Gold,Gold,100000,3,13-08-2023,32134,Travel,Paid,N,
1591,22,Silver,Silver,50000,2,10-03-2023,12671,Dining,Paid,N,
1592,41,NA,NA,,,,,,,Y,Unstable Employment
1593,724,Platinum,Platinum,300000,4,05-10-2023,24611,Electronics,Paid,N,
1594,195,NA,NA,,,,,,,Y,Low CIBIL
1595,557,Gold,Gold,100000,3,28-08-2023,34188,Dining,Paid,N,
1596,889,Silver,Silver,50000,2,21-03-2023,21804,Electronics,Paid,N,
1597,303,NA,NA,,,,,,,Y,High Debt
1598,555,Silver,Silver,50000,2,23-11-2023,42774,Fuel,Paid,N,
1599,389,NA,NA,,,,,,,Y,Low CIBIL
1600,20,NA,NA,,,,,,,Y,High Debt
1601,795,NA,NA,,,,,,,Y,Low CIBIL
1602,329,Silver,Silver,50000,2,03-10-2023,39743,Electronics,Paid,N,
1603,195,NA,NA,,,,,,,Y,Unstable Employment
1604,785,NA,NA,,,,,,,Y,Low CIBIL
1605,628,Gold,Gold,100000,3,25-11-2023,28753,Dining,Paid,N,
1606,114,NA,NA,,,,,,,Y,Low Salary
1607,536,Silver,Silver,50000,2,08-03-2023,31480,Travel,Paid,N,
1608,895,NA,NA,,,,,,,Y,Low Salary
1609,207,NA,NA,,,,,,,Y,Low Salary
1610,498,card_type,card_type,credit_limit,1,20-10-2023,2517,Electronics,Default,N,
1611,674,NA,NA,,,,,,,Y,Unstable Employment
1612,539,Silver,Silver,50000,2,24-04-2023,8457,Fuel,Default,N,
1613,736,NA,NA,,,,,,,Y,Low Salary
1614,14,NA,NA,,,,,,,Y,Low CIBIL
1615,672,NA,NA,,,,,,,Y,Unstable Employment
1616,853,NA,NA,,,,,,,Y,Low Salary
1617,480,Silver,Silver,50000,2,01-08-2023,49498,Dining,Paid,N,
1618,814,NA,NA,,,,,,,Y,Low Salary
1619,844,Gold,Gold,100000,3,06-02-2023,42688,Dining,Paid,N,
1620,80,NA,NA,,,,,,,Y,Low CIBIL
1621,532,Silver,Silver,50000,2,29-04-2023,5292,Fuel,Paid,N,
1622,395,Silver,Silver,50000,2,03-12-2023,13737,Travel,Paid,N,
1623,584,Silver,Silver,50000,2,13-10-2023,16751,Electronics,Paid,N,
1624,765,NA,NA,,,,,,,Y,Low Salary
1625,785,NA,NA,,,,,,,Y,High Debt
1626,691,NA,NA,,,,,,,Y,Unstable Employment
1627,720,Silver,Silver,50000,2,27-03-2023,19752,Travel,Paid,N,
1628,564,Gold,Gold,100000,3,03-12-2023,11207,Travel,Paid,N,
1629,547,Gold,Gold,100000,3,11-06-2023,34706,Fuel,Paid,N,
1630,333,NA,NA,,,,,,,Y,High Debt
1631,423,NA,NA,,,,,,,Y,Unstable Employment
1632,846,Gold,Gold,100000,3,16-10-2023,29240,Fuel,Paid,N,
1633,220,NA,NA,,,,,,,Y,Unstable Employment
1634,785,NA,NA,,,,,,,Y,High Debt
1635,369,NA,NA,,,,,,,Y,Unstable Employment
1636,459,Platinum,Platinum,300000,4,18-01-2023,4043,Dining,Default,N,
1637,611,Gold,Gold,100000,3,04-06-2023,44635,Groceries,Paid,N,
1638,308,NA,NA,,,,,,,Y,Low CIBIL
1639,220,NA,NA,,,,,,,Y,High Debt
1640,23,Platinum,Platinum,300000,4,19-09-2023,48788,Fuel,Paid,N,
1641,585,NA,NA,,,,,,,Y,Low CIBIL
1642,97,Silver,Silver,50000,2,21-03-2023,39611,Travel,Paid,N,
1643,272,Gold,Gold,100000,3,08-05-2023,35531,Travel,Paid,N,
1644,263,NA,NA,,,,,,,Y,High Debt
1645,95,Gold,Gold,100000,3,22-04-2023,43429,Groceries,Paid,N,
1646,741,Gold,Gold,100000,3,30-03-2023,711,Electronics,Paid,N,
1647,846,Silver,Silver,50000,2,03-06-2023,47077,Groceries,Paid,N,
1648,749,Gold,Gold,100000,3,29-01-2023,40295,Dining,Paid,N,
1649,357,Platinum,Platinum,300000,4,03-03-2023,831,Travel,Paid,N,
1650,766,Silver,Silver,50000,2,20-11-2023,23744,Electronics,Paid,N,
1651,56,Platinum,Platinum,300000,4,13-06-2023,8669,Fuel,Paid,N,
1652,579,Silver,Silver,50000,2,24-12-2023,22604,Travel,Paid,N,
1653,157,Silver,Silver,50000,2,21-07-2023,42401,Electronics,Paid,N,
1654,771,NA,NA,,,,,,,Y,Low Salary
1655,228,NA,NA,,,,,,,Y,Unstable Employment
1656,297,NA,NA,,,,,,,Y,Unstable Employment
1657,152,NA,NA,,,,,,,Y,Low CIBIL
1658,345,Silver,Silver,50000,2,26-01-2023,15091,Fuel,Paid,N,
1659,409,Gold,Gold,100000,3,14-09-2023,32211,Electronics,Paid,N,
1660,793,NA,NA,,,,,,,Y,Low CIBIL
1661,781,Gold,Gold,100000,3,12-04-2023,49393,Electronics,Paid,N,
1662,405,NA,NA,,,,,,,Y,Low CIBIL
1663,575,Silver,Silver,50000,2,17-05-2023,1227,Electronics,Paid,N,
1664,332,Silver,Silver,50000,2,31-07-2023,21859,Electronics,Paid,N,
1665,375,NA,NA,,,,,,,Y,High Debt
1666,196,NA,NA,,,,,,,Y,High Debt
1667,353,NA,NA,,,,,,,Y,Low Salary
1668,789,Gold,Gold,100000,3,29-06-2023,44322,Fuel,Paid,N,
1669,842,Gold,Gold,100000,3,14-08-2023,36511,Groceries,Paid,N,
1670,838,Silver,Silver,50000,2,11-07-2023,38363,Travel,Paid,N,
1671,776,NA,NA,,,,,,,Y,Low Salary
1672,116,Silver,Silver,50000,2,14-11-2023,47077,Travel,Paid,N,
1673,890,NA,NA,,,,,,,Y,High Debt
1674,15,Gold,Gold,100000,3,26-02-2023,23498,Dining,Paid,N,
1675,461,NA,NA,,,,,,,Y,Unstable Employment
1676,24,NA,NA,,,,,,,Y,High Debt
1677,215,NA,NA,,,,,,,Y,Low CIBIL
1678,209,NA,NA,,,,,,,Y,High Debt
1679,562,NA,NA,,,,,,,Y,Unstable Employment
1680,638,NA,NA,,,,,,,Y,Low CIBIL
1681,712,NA,NA,,,,,,,Y,Low Salary
1682,386,NA,NA,,,,,,,Y,Low Salary
1683,262,Silver,Silver,50000,2,13-04-2023,11429,Fuel,Default,N,
1684,278,Gold,Gold,100000,3,05-01-2023,15342,Groceries,Paid,N,
1685,398,Platinum,Platinum,300000,4,04-12-2023,24019,Dining,Paid,N,
1686,886,NA,NA,,,,,,,Y,Low Salary
1687,20,NA,NA,,,,,,,Y,High Debt
1688,889,Gold,Gold,100000,3,14-07-2023,17893,Fuel,Paid,N,
1689,727,card_type,card_type,credit_limit,1,06-09-2023,34818,Fuel,Paid,N,
1690,545,NA,NA,,,,,,,Y,Low Salary
1691,191,NA,NA,,,,,,,Y,Low CIBIL
1692,513,Gold,Gold,100000,3,31-12-2023,9495,Groceries,Paid,N,
1693,41,NA,NA,,,,,,,Y,Low CIBIL
1694,543,Platinum,Platinum,300000,4,21-07-2023,29156,Travel,Paid,N,
1695,19,NA,NA,,,,,,,Y,High Debt
1696,701,NA,NA,,,,,,,Y,High Debt
1697,364,Gold,Gold,100000,3,14-09-2023,48434,Dining,Paid,N,
1698,832,NA,NA,,,,,,,Y,Low Salary
