Transaction_id,customer_id,Card_Type,Card_Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
39,542,Platinum,300000,3,06-01-202300:00:00,8918,Groceries,Paid,N,
2167,542,Gold,100000,2,25-05-202300:00:00,38731,Travel,Paid,N,
975,543,Platinum,300000,3,31-01-202300:00:00,21559,Travel,Paid,N,
1694,543,Signature,600000,4,21-07-202300:00:00,29156,Travel,Paid,N,
2041,544,,,,,,,,Y,LowSalary
1690,545,,,,,,,,Y,LowSalary
614,546,Platinum,300000,3,03-06-202300:00:00,29799,Electronics,Paid,N,
1312,547,Gold,100000,2,18-04-202300:00:00,2870,Travel,Paid,N,
1629,547,Platinum,300000,3,11-06-202300:00:00,34706,Fuel,Paid,N,
1324,548,,,,,,,,Y,LowSalary
2285,548,,,,,,,,Y,LowCIBIL
500,549,Platinum,300000,3,22-10-202300:00:00,37977,Travel,Paid,N,
754,549,Signature,600000,4,24-12-202300:00:00,38759,Electronics,Default,N,
987,549,Signature,600000,4,17-04-202300:00:00,11050,Electronics,Paid,N,
1088,549,Signature,600000,4,01-05-202300:00:00,41134,Electronics,Paid,N,
1729,550,,,,,,,,Y,LowSalary
696,551,Platinum,300000,3,25-04-202300:00:00,12301,Groceries,Paid,N,
1336,551,Gold,100000,2,26-06-202300:00:00,7249,Travel,Paid,N,
2007,551,Gold,100000,2,15-01-202300:00:00,48421,Electronics,Paid,N,
166,552,Silver,50000,1,20-05-202300:00:00,25162,Electronics,Paid,N,
2227,552,Gold,100000,2,03-12-202300:00:00,11118,Electronics,Paid,N,
62,553,Platinum,300000,3,20-10-202300:00:00,3907,Fuel,Paid,N,
2051,553,Platinum,300000,3,25-10-202300:00:00,42394,Travel,Paid,N,
2082,553,Platinum,300000,3,04-03-202300:00:00,42743,Groceries,Paid,N,
1483,554,Gold,100000,2,21-07-202300:00:00,20113,Travel,Paid,N,
1948,554,Platinum,300000,3,26-11-202300:00:00,39090,Groceries,Paid,N,
1957,554,Gold,100000,2,19-12-202300:00:00,31507,Electronics,Default,N,
690,555,Silver,50000,1,05-02-202300:00:00,29430,Electronics,Paid,N,
1598,555,Gold,100000,2,23-11-202300:00:00,42774,Fuel,Paid,N,
1706,555,Silver,50000,1,08-06-202300:00:00,24331,Fuel,Paid,N,
161,556,,,,,,,,Y,UnstableEmployment
1032,556,,,,,,,,Y,HighDebt
2202,556,,,,,,,,Y,HighDebt
766,557,Gold,100000,2,11-06-202300:00:00,47191,Groceries,Paid,N,
1365,557,Platinum,300000,3,18-03-202300:00:00,3670,Dining,Paid,N,
1595,557,Platinum,300000,3,28-08-202300:00:00,34188,Dining,Paid,N,
1756,557,Gold,100000,2,10-09-202300:00:00,33220,Travel,Paid,N,
353,558,,,,,,,,Y,HighDebt
1382,558,,,,,,,,Y,LowCIBIL
1855,558,,,,,,,,Y,LowCIBIL
110,559,Silver,50000,1,26-10-202300:00:00,22949,Fuel,Paid,N,
808,559,Silver,50000,1,09-10-202300:00:00,20909,Groceries,Paid,N,
865,560,,,,,,,,Y,LowCIBIL
1060,560,,,,,,,,Y,UnstableEmployment
1066,561,Platinum,300000,3,11-11-202300:00:00,7341,Electronics,Paid,N,
1191,561,Signature,600000,4,20-03-202300:00:00,10469,Travel,Paid,N,
1931,561,Platinum,300000,3,04-02-202300:00:00,49611,Groceries,Paid,N,
136,562,,,,,,,,Y,LowSalary
1547,562,,,,,,,,Y,HighDebt
1679,562,,,,,,,,Y,UnstableEmployment
54,563,Gold,100000,2,07-11-202300:00:00,34304,Electronics,Paid,N,
266,563,Gold,100000,2,13-08-202300:00:00,35687,Electronics,Paid,N,
1628,564,Platinum,300000,3,03-12-202300:00:00,11207,Travel,Paid,N,
15,566,,,,,,,,Y,HighDebt
1096,566,,,,,,,,Y,HighDebt
1284,566,,,,,,,,Y,LowSalary
1888,566,,,,,,,,Y,UnstableEmployment
737,567,,,,,,,,Y,UnstableEmployment
1257,567,,,,,,,,Y,UnstableEmployment
1986,567,,,,,,,,Y,LowCIBIL
1494,569,,,,,,,,Y,UnstableEmployment
1800,569,,,,,,,,Y,LowSalary
205,570,Gold,100000,2,08-04-202300:00:00,31054,Groceries,Paid,N,
388,570,Gold,100000,2,15-10-202300:00:00,43067,Fuel,Paid,N,
713,570,Platinum,300000,3,26-06-202300:00:00,11237,Electronics,Paid,N,
1293,570,Platinum,300000,3,27-10-202300:00:00,38421,Dining,Paid,N,
1848,570,Gold,100000,2,30-09-202300:00:00,46573,Electronics,Paid,N,
1237,571,Gold,100000,2,06-11-202300:00:00,38137,Fuel,Paid,N,
607,572,Platinum,300000,3,12-04-202300:00:00,10083,Fuel,Paid,N,
629,572,Platinum,300000,3,02-06-202300:00:00,6111,Dining,Paid,N,
1590,572,Platinum,300000,3,13-08-202300:00:00,32134,Travel,Paid,N,
150,573,,,,,,,,Y,HighDebt
421,573,,,,,,,,Y,HighDebt
1549,575,Platinum,300000,3,25-03-202300:00:00,34208,Electronics,Paid,N,
1663,575,Gold,100000,2,17-05-202300:00:00,1227,Electronics,Paid,N,
2050,575,Gold,100000,2,21-06-202300:00:00,45366,Travel,Paid,N,
639,576,,,,,,,,Y,HighDebt
858,576,,,,,,,,Y,UnstableEmployment
1498,576,,,,,,,,Y,LowSalary
736,577,Platinum,300000,3,09-01-202300:00:00,2349,Dining,Paid,N,
819,577,Signature,600000,4,19-06-202300:00:00,17638,Electronics,Paid,N,
184,578,Gold,100000,2,12-05-202300:00:00,27473,Dining,Paid,N,
678,578,Gold,100000,2,08-10-202300:00:00,43685,Fuel,Paid,N,
966,578,Platinum,300000,3,05-05-202300:00:00,12561,Electronics,Paid,N,
1652,579,Gold,100000,2,24-12-202300:00:00,22604,Travel,Paid,N,
305,580,,,,,,,,Y,LowCIBIL
891,580,,,,,,,,Y,UnstableEmployment
1020,580,,,,,,,,Y,HighDebt
1372,580,,,,,,,,Y,LowCIBIL
2250,580,,,,,,,,Y,LowSalary
30,581,,,,,,,,Y,HighDebt
538,581,,,,,,,,Y,LowSalary
1348,581,,,,,,,,Y,HighDebt
1854,581,,,,,,,,Y,HighDebt
1031,582,Gold,100000,2,07-04-202300:00:00,43468,Electronics,Paid,N,
2228,582,Platinum,300000,3,23-12-202300:00:00,37061,Electronics,Paid,N,
2212,583,,,,,,,,Y,UnstableEmployment
601,584,Gold,100000,2,28-05-202300:00:00,32346,Groceries,Paid,N,
1623,584,Gold,100000,2,13-10-202300:00:00,16751,Electronics,Paid,N,
1868,584,Platinum,300000,3,11-08-202300:00:00,41374,Dining,Paid,N,
503,585,,,,,,,,Y,UnstableEmployment
1641,585,,,,,,,,Y,LowCIBIL
792,586,,,,,,,,Y,LowCIBIL
1402,587,,,,,,,,Y,LowCIBIL
2231,587,,,,,,,,Y,LowSalary
221,588,Platinum,300000,3,14-08-202300:00:00,21450,Dining,Paid,N,
634,588,Platinum,300000,3,22-07-202300:00:00,36160,Dining,Paid,N,
953,588,Gold,100000,2,18-09-202300:00:00,35429,Groceries,Paid,N,
1832,588,Gold,100000,2,09-06-202300:00:00,1358,Fuel,Paid,N,
2029,588,Gold,100000,2,23-01-202300:00:00,36613,Groceries,Paid,N,
1478,589,,,,,,,,Y,HighDebt
806,590,Gold,100000,2,24-05-202300:00:00,24110,Electronics,Paid,N,
250,591,,,,,,,,Y,LowSalary
589,592,,,,,,,,Y,HighDebt
618,592,,,,,,,,Y,LowCIBIL
1426,592,,,,,,,,Y,LowSalary
1918,592,,,,,,,,Y,HighDebt
2023,592,,,,,,,,Y,LowCIBIL
88,593,,,,,,,,Y,LowSalary
687,593,,,,,,,,Y,LowSalary
281,594,,,,,,,,Y,UnstableEmployment
327,594,,,,,,,,Y,HighDebt
126,595,Platinum,300000,3,02-11-202300:00:00,18759,Electronics,Default,N,
822,595,Gold,100000,2,20-07-202300:00:00,46702,Electronics,Paid,N,
1486,595,Gold,100000,2,10-11-202300:00:00,21246,Dining,Paid,N,
885,596,Silver,50000,1,17-02-202300:00:00,1219,Electronics,Paid,N,
1001,597,Platinum,300000,3,08-02-202300:00:00,16863,Groceries,Paid,N,
1100,597,Gold,100000,2,16-10-202300:00:00,21804,Groceries,Paid,N,
308,598,,,,,,,,Y,LowCIBIL
2092,598,,,,,,,,Y,LowCIBIL
82,599,,,,,,,,Y,UnstableEmployment
339,599,,,,,,,,Y,UnstableEmployment
1136,599,,,,,,,,Y,LowSalary
360,601,Platinum,300000,3,30-04-202300:00:00,15673,Dining,Paid,N,
1042,601,Platinum,300000,3,15-06-202300:00:00,18674,Travel,Paid,N,
248,602,,,,,,,,Y,LowSalary
314,602,,,,,,,,Y,HighDebt
932,602,,,,,,,,Y,LowSalary
1098,602,,,,,,,,Y,UnstableEmployment
2229,603,Gold,100000,2,13-07-202300:00:00,7873,Fuel,Paid,N,
1185,604,,,,,,,,Y,LowCIBIL
1422,604,,,,,,,,Y,LowSalary
1215,605,,,,,,,,Y,UnstableEmployment
2217,605,,,,,,,,Y,LowSalary
439,606,,,,,,,,Y,LowSalary
2025,606,,,,,,,,Y,UnstableEmployment
188,607,Gold,100000,2,04-06-202300:00:00,36803,Fuel,Paid,N,
841,607,Platinum,300000,3,27-12-202300:00:00,31062,Travel,Paid,N,
2009,607,Platinum,300000,3,13-12-202300:00:00,30797,Dining,Paid,N,
2224,607,Gold,100000,2,03-02-202300:00:00,48208,Dining,Paid,N,
2242,607,Platinum,300000,3,18-10-202300:00:00,42077,Fuel,Paid,N,
371,608,Platinum,300000,3,24-04-202300:00:00,6320,Fuel,Paid,N,
443,609,,,,,,,,Y,UnstableEmployment
703,609,,,,,,,,Y,LowSalary
799,609,,,,,,,,Y,LowCIBIL
815,609,,,,,,,,Y,LowSalary
1188,609,,,,,,,,Y,LowSalary
242,610,,,,,,,,Y,HighDebt
38,611,Platinum,300000,3,02-11-202300:00:00,10082,Electronics,Paid,N,
228,611,Platinum,300000,3,14-07-202300:00:00,33491,Electronics,Paid,N,
1637,611,Platinum,300000,3,04-06-202300:00:00,44635,Groceries,Paid,N,
1716,611,Platinum,300000,3,14-01-202300:00:00,29687,Dining,Paid,N,
467,612,Platinum,300000,3,03-04-202300:00:00,43538,Fuel,Paid,N,
788,612,Platinum,300000,3,07-01-202300:00:00,38460,Dining,Paid,N,
846,612,Platinum,300000,3,28-10-202300:00:00,43539,Groceries,Paid,N,
875,612,Gold,100000,2,27-12-202300:00:00,15170,Dining,Paid,N,
2148,612,Platinum,300000,3,05-06-202300:00:00,21633,Groceries,Paid,N,
1425,613,Platinum,300000,3,03-01-202300:00:00,12531,Groceries,Paid,N,
1861,613,Gold,100000,2,02-11-202300:00:00,43505,Electronics,Paid,N,
2125,614,Platinum,300000,3,17-10-202300:00:00,29783,Electronics,Paid,N,
2136,614,Gold,100000,2,11-06-202300:00:00,25482,Dining,Paid,N,
1408,616,Gold,100000,2,04-04-202300:00:00,10803,Fuel,Paid,N,
1758,616,Gold,100000,2,08-10-202300:00:00,5200,Dining,Paid,N,
6,617,Gold,100000,2,29-11-202300:00:00,46222,Fuel,Paid,N,
527,617,Gold,100000,2,14-06-202300:00:00,27072,Groceries,Paid,N,
2161,617,Gold,100000,2,13-04-202300:00:00,44513,Travel,Paid,N,
529,618,Platinum,300000,3,16-08-202300:00:00,39326,Dining,Paid,N,
723,618,Gold,100000,2,07-04-202300:00:00,38499,Fuel,Paid,N,
1417,618,Gold,100000,2,14-12-202300:00:00,40667,Electronics,Paid,N,
2097,618,Gold,100000,2,04-07-202300:00:00,21491,Electronics,Paid,N,
246,619,,,,,,,,Y,HighDebt
1390,619,,,,,,,,Y,LowSalary
539,620,,,,,,,,Y,LowCIBIL
1518,620,,,,,,,,Y,UnstableEmployment
1704,620,,,,,,,,Y,HighDebt
321,621,Platinum,300000,3,27-05-202300:00:00,12661,Travel,Paid,N,
1195,621,Gold,100000,2,23-02-202300:00:00,9489,Fuel,Paid,N,
1415,621,Gold,100000,2,11-11-202300:00:00,30005,Fuel,Paid,N,
1806,621,Platinum,300000,3,01-03-202300:00:00,29497,Dining,Paid,N,
322,622,,,,,,,,Y,HighDebt
1328,622,,,,,,,,Y,LowSalary
1130,623,,,,,,,,Y,HighDebt
23,624,Gold,100000,2,06-05-202300:00:00,41525,Travel,Paid,N,
232,625,Gold,100000,2,17-04-202300:00:00,39565,Travel,Paid,N,
343,625,Gold,100000,2,22-11-202300:00:00,49042,Electronics,Paid,N,
628,625,Platinum,300000,3,07-05-202300:00:00,46515,Dining,Paid,N,
914,625,Gold,100000,2,20-04-202300:00:00,28108,Travel,Paid,N,
1783,625,Gold,100000,2,10-04-202300:00:00,15281,Groceries,Paid,N,
1895,625,Gold,100000,2,19-11-202300:00:00,48537,Groceries,Paid,N,
1768,626,,,,,,,,Y,LowCIBIL
559,627,Platinum,300000,3,23-07-202300:00:00,32316,Electronics,Paid,N,
1219,627,Platinum,300000,3,08-03-202300:00:00,35214,Electronics,Paid,N,
1776,627,Platinum,300000,3,19-11-202300:00:00,40000,Fuel,Paid,N,
1870,627,Signature,600000,4,31-05-202300:00:00,24035,Groceries,Paid,N,
152,628,Platinum,300000,3,08-10-202300:00:00,45286,Electronics,Paid,N,
1605,628,Platinum,300000,3,25-11-202300:00:00,28753,Dining,Paid,N,
1897,628,Gold,100000,2,01-10-202300:00:00,13046,Groceries,Paid,N,
1438,629,Gold,100000,2,22-11-202300:00:00,8266,Groceries,Paid,N,
1476,629,Gold,100000,2,05-10-202300:00:00,19233,Groceries,Paid,N,
673,630,Gold,100000,2,10-03-202300:00:00,19325,Electronics,Paid,N,
702,630,Gold,100000,2,04-02-202300:00:00,40437,Groceries,Paid,N,
849,630,Gold,100000,2,10-06-202300:00:00,28318,Groceries,Paid,N,
1781,630,Platinum,300000,3,20-11-202300:00:00,8330,Electronics,Paid,N,
198,631,Platinum,300000,3,31-10-202300:00:00,13903,Dining,Paid,N,
1280,631,Gold,100000,2,15-10-202300:00:00,40332,Electronics,Paid,N,
613,632,Platinum,300000,3,17-09-202300:00:00,31336,Fuel,Paid,N,
2215,632,Platinum,300000,3,26-05-202300:00:00,21725,Dining,Paid,N,
298,633,Gold,100000,2,17-12-202300:00:00,25522,Dining,Paid,N,
1528,633,Gold,100000,2,19-07-202300:00:00,42076,Dining,Paid,N,
1558,633,Platinum,300000,3,15-11-202300:00:00,24306,Electronics,Paid,N,
1998,634,Platinum,300000,3,04-10-202300:00:00,20574,Fuel,Paid,N,
2048,634,Gold,100000,2,31-03-202300:00:00,44991,Fuel,Paid,N,
89,635,,,,,,,,Y,LowSalary
1011,635,,,,,,,,Y,LowCIBIL
1759,635,,,,,,,,Y,LowCIBIL
324,636,Platinum,300000,3,04-12-202300:00:00,21189,Travel,Paid,N,
1159,636,Gold,100000,2,10-04-202300:00:00,22075,Fuel,Paid,N,
264,638,,,,,,,,Y,UnstableEmployment
1680,638,,,,,,,,Y,LowCIBIL
1829,638,,,,,,,,Y,LowSalary
131,639,Platinum,300000,3,05-03-202300:00:00,26683,Dining,Paid,N,
294,639,Platinum,300000,3,18-06-202300:00:00,14516,Fuel,Paid,N,
378,640,,,,,,,,Y,HighDebt
1267,640,,,,,,,,Y,HighDebt
2240,640,,,,,,,,Y,LowSalary
2246,640,,,,,,,,Y,UnstableEmployment
265,641,Gold,100000,2,15-04-202300:00:00,12816,Dining,Paid,N,
901,641,Gold,100000,2,30-04-202300:00:00,30045,Electronics,Paid,N,
1551,641,Silver,50000,1,10-11-202300:00:00,30215,Dining,Paid,N,
1699,641,Gold,100000,2,16-01-202300:00:00,40760,Fuel,Paid,N,
155,642,,,,,,,,Y,LowCIBIL
296,642,,,,,,,,Y,UnstableEmployment
712,642,,,,,,,,Y,UnstableEmployment
1174,642,,,,,,,,Y,LowCIBIL
326,643,Platinum,300000,3,14-08-202300:00:00,29663,Groceries,Paid,N,
1796,643,Signature,600000,4,02-10-202300:00:00,14852,Dining,Paid,N,
2063,643,Platinum,300000,3,16-12-202300:00:00,11934,Fuel,Paid,N,
325,644,,,,,,,,Y,LowSalary
2127,644,,,,,,,,Y,UnstableEmployment
145,645,Platinum,300000,3,16-07-202300:00:00,5785,Electronics,Paid,N,
620,645,Signature,600000,4,15-12-202300:00:00,8438,Travel,Paid,N,
1018,646,,,,,,,,Y,LowSalary
513,647,,,,,,,,Y,LowCIBIL
1165,647,,,,,,,,Y,LowCIBIL
1966,648,Platinum,300000,3,13-03-202300:00:00,21299,Groceries,Paid,N,
2016,648,Platinum,300000,3,14-04-202300:00:00,14517,Dining,Paid,N,
939,650,Gold,100000,2,12-08-202300:00:00,16233,Travel,Paid,N,
507,651,Platinum,300000,3,10-05-202300:00:00,5273,Groceries,Paid,N,
854,651,Gold,100000,2,08-09-202300:00:00,20604,Dining,Paid,N,
886,651,Platinum,300000,3,01-10-202300:00:00,574,Electronics,Paid,N,
1120,651,Gold,100000,2,04-05-202300:00:00,41427,Dining,Paid,N,
2237,651,Gold,100000,2,02-10-202300:00:00,2827,Travel,Paid,N,
972,652,,,,,,,,Y,LowSalary
1054,652,,,,,,,,Y,LowSalary
2132,652,,,,,,,,Y,HighDebt
979,653,,,,,,,,Y,UnstableEmployment
1238,653,,,,,,,,Y,HighDebt
1557,653,,,,,,,,Y,UnstableEmployment
310,654,Gold,100000,2,08-12-202300:00:00,40478,Groceries,Paid,N,
643,654,Silver,50000,1,31-07-202300:00:00,34775,Dining,Default,N,
1,655,,,,,,,,Y,LowSalary
315,655,,,,,,,,Y,UnstableEmployment
498,655,,,,,,,,Y,UnstableEmployment
532,655,,,,,,,,Y,LowSalary
574,655,,,,,,,,Y,LowSalary
845,655,,,,,,,,Y,HighDebt
1824,655,,,,,,,,Y,LowCIBIL
1514,656,,,,,,,,Y,HighDebt
124,657,Signature,600000,4,02-10-202300:00:00,37363,Dining,Paid,N,
655,657,Signature,600000,4,10-03-202300:00:00,30083,Fuel,Paid,N,
913,657,Platinum,300000,3,16-10-202300:00:00,37475,Groceries,Paid,N,
1325,657,Platinum,300000,3,27-10-202300:00:00,38847,Groceries,Paid,N,
576,658,Platinum,300000,3,17-12-202300:00:00,25712,Electronics,Paid,N,
1078,658,Platinum,300000,3,15-07-202300:00:00,33883,Dining,Paid,N,
1017,659,,,,,,,,Y,LowCIBIL
1969,659,,,,,,,,Y,HighDebt
921,661,,,,,,,,Y,LowSalary
1341,661,,,,,,,,Y,LowSalary
1588,661,,,,,,,,Y,LowCIBIL
2003,661,,,,,,,,Y,HighDebt
2067,661,,,,,,,,Y,HighDebt
2279,661,,,,,,,,Y,LowSalary
207,662,,,,,,,,Y,UnstableEmployment
448,662,,,,,,,,Y,LowCIBIL
460,662,,,,,,,,Y,UnstableEmployment
1003,662,,,,,,,,Y,UnstableEmployment
1012,663,,,,,,,,Y,HighDebt
1315,663,,,,,,,,Y,LowSalary
191,664,,,,,,,,Y,HighDebt
240,664,,,,,,,,Y,LowCIBIL
272,664,,,,,,,,Y,LowCIBIL
658,664,,,,,,,,Y,HighDebt
834,664,,,,,,,,Y,LowSalary
1962,664,,,,,,,,Y,LowCIBIL
2035,664,,,,,,,,Y,LowSalary
1045,665,,,,,,,,Y,HighDebt
1212,665,,,,,,,,Y,LowCIBIL
1380,665,,,,,,,,Y,HighDebt
179,666,Gold,100000,2,30-11-202300:00:00,28815,Groceries,Paid,N,
544,666,Platinum,300000,3,28-02-202300:00:00,7197,Groceries,Paid,N,
650,668,Gold,100000,2,20-01-202300:00:00,35331,Travel,Paid,N,
1762,669,,,,,,,,Y,HighDebt
694,670,,,,,,,,Y,HighDebt
138,671,Gold,100000,2,15-08-202300:00:00,47205,Travel,Paid,N,
1103,671,Gold,100000,2,31-08-202300:00:00,40550,Groceries,Paid,N,
1448,671,Silver,50000,1,14-02-202300:00:00,3571,Dining,Paid,N,
1928,671,Gold,100000,2,12-12-202300:00:00,23841,Travel,Paid,N,
637,672,,,,,,,,Y,HighDebt
902,672,,,,,,,,Y,LowSalary
1140,672,,,,,,,,Y,HighDebt
1442,672,,,,,,,,Y,HighDebt
1615,672,,,,,,,,Y,UnstableEmployment
2069,672,,,,,,,,Y,HighDebt
392,673,Platinum,300000,3,25-02-202300:00:00,33390,Dining,Paid,N,
1904,673,Platinum,300000,3,16-11-202300:00:00,24618,Groceries,Paid,N,
1937,673,Gold,100000,2,23-11-202300:00:00,43219,Groceries,Paid,N,
261,674,,,,,,,,Y,UnstableEmployment
399,674,,,,,,,,Y,UnstableEmployment
817,674,,,,,,,,Y,HighDebt
1261,674,,,,,,,,Y,HighDebt
1611,674,,,,,,,,Y,UnstableEmployment
1255,675,Silver,50000,1,03-01-202300:00:00,42405,Fuel,Paid,N,
1911,675,Gold,100000,2,31-03-202300:00:00,34489,Dining,Paid,N,
2261,675,Silver,50000,1,22-01-202300:00:00,5282,Electronics,Paid,N,
1347,676,Platinum,300000,3,20-03-202300:00:00,38911,Fuel,Paid,N,
1409,676,Platinum,300000,3,18-12-202300:00:00,17638,Dining,Paid,N,
2213,676,Platinum,300000,3,22-03-202300:00:00,49301,Fuel,Paid,N,
1144,677,,,,,,,,Y,HighDebt
1396,677,,,,,,,,Y,LowCIBIL
1865,677,,,,,,,,Y,LowCIBIL
2199,677,,,,,,,,Y,UnstableEmployment
80,678,Signature,600000,4,01-06-202300:00:00,35432,Travel,Paid,N,
409,678,Signature,600000,4,15-08-202300:00:00,1024,Electronics,Paid,N,
1189,678,Platinum,300000,3,11-01-202300:00:00,2270,Groceries,Paid,N,
1194,678,Platinum,300000,3,19-05-202300:00:00,12904,Fuel,Paid,N,
171,679,Platinum,300000,3,08-08-202300:00:00,17705,Travel,Paid,N,
626,679,Signature,600000,4,10-06-202300:00:00,5835,Travel,Paid,N,
100,680,,,,,,,,Y,LowSalary
1304,680,,,,,,,,Y,HighDebt
1532,680,,,,,,,,Y,HighDebt
134,681,,,,,,,,Y,UnstableEmployment
899,681,,,,,,,,Y,LowCIBIL
2086,683,,,,,,,,Y,LowCIBIL
552,684,,,,,,,,Y,HighDebt
1765,684,,,,,,,,Y,HighDebt
642,686,,,,,,,,Y,LowCIBIL
1224,686,,,,,,,,Y,HighDebt
459,687,,,,,,,,Y,LowSalary
2162,687,,,,,,,,Y,HighDebt
1340,688,Gold,100000,2,09-10-202300:00:00,21108,Electronics,Paid,N,
2247,688,Gold,100000,2,18-11-202300:00:00,8142,Fuel,Paid,N,
2265,688,Gold,100000,2,13-03-202300:00:00,40728,Travel,Paid,N,
338,689,,,,,,,,Y,HighDebt
1269,689,,,,,,,,Y,LowCIBIL
69,690,Gold,100000,2,23-06-202300:00:00,33440,Groceries,Paid,N,
811,690,Platinum,300000,3,05-06-202300:00:00,35810,Travel,Paid,N,
1466,690,Platinum,300000,3,02-04-202300:00:00,16959,Electronics,Paid,N,
1273,691,,,,,,,,Y,HighDebt
1626,691,,,,,,,,Y,UnstableEmployment
87,692,Silver,50000,1,19-10-202300:00:00,37213,Travel,Paid,N,
395,692,Silver,50000,1,03-12-202300:00:00,4227,Dining,Paid,N,
1834,692,Silver,50000,1,28-01-202300:00:00,24269,Groceries,Paid,N,
1173,693,,,,,,,,Y,LowSalary
135,694,Platinum,300000,3,04-06-202300:00:00,38676,Electronics,Paid,N,
770,694,Signature,600000,4,13-03-202300:00:00,47194,Groceries,Paid,N,
835,694,Platinum,300000,3,05-05-202300:00:00,25345,Fuel,Paid,N,
1463,694,Platinum,300000,3,31-07-202300:00:00,2279,Dining,Paid,N,
414,695,,,,,,,,Y,UnstableEmployment
2089,695,,,,,,,,Y,LowSalary
540,696,,,,,,,,Y,UnstableEmployment
2197,696,,,,,,,,Y,HighDebt
562,697,,,,,,,,Y,HighDebt
603,697,,,,,,,,Y,LowSalary
681,697,,,,,,,,Y,LowCIBIL
777,697,,,,,,,,Y,UnstableEmployment
1431,697,,,,,,,,Y,UnstableEmployment
2053,697,,,,,,,,Y,UnstableEmployment
1105,698,Platinum,300000,3,19-06-202300:00:00,49115,Travel,Paid,N,
1145,698,Gold,100000,2,02-12-202300:00:00,25030,Electronics,Paid,N,
1461,698,Platinum,300000,3,15-01-202300:00:00,13166,Electronics,Paid,N,
1578,698,Platinum,300000,3,23-03-202300:00:00,9741,Groceries,Paid,N,
40,699,Signature,600000,4,24-06-202300:00:00,28591,Groceries,Paid,N,
893,699,Platinum,300000,3,17-11-202300:00:00,31845,Electronics,Paid,N,
1093,700,Signature,600000,4,18-11-202300:00:00,38255,Travel,Paid,N,
1925,700,Platinum,300000,3,30-09-202300:00:00,31725,Dining,Paid,N,
1696,701,,,,,,,,Y,HighDebt
1896,701,,,,,,,,Y,HighDebt
1982,701,,,,,,,,Y,LowCIBIL
26,702,,,,,,,,Y,HighDebt
793,702,,,,,,,,Y,UnstableEmployment
1934,702,,,,,,,,Y,UnstableEmployment
1149,703,Platinum,300000,3,10-12-202300:00:00,41044,Dining,Paid,N,
1493,703,Gold,100000,2,19-05-202300:00:00,38325,Travel,Paid,N,
1586,703,Platinum,300000,3,17-11-202300:00:00,5368,Groceries,Paid,N,
1179,704,,,,,,,,Y,LowCIBIL
1268,704,,,,,,,,Y,HighDebt
1584,705,,,,,,,,Y,LowCIBIL
2150,705,,,,,,,,Y,LowCIBIL
896,706,Gold,100000,2,04-06-202300:00:00,35417,Travel,Paid,N,
1485,706,Gold,100000,2,18-04-202300:00:00,17992,Electronics,Default,N,
316,707,Gold,100000,2,04-06-202300:00:00,2486,Travel,Paid,N,
351,707,Gold,100000,2,16-08-202300:00:00,17385,Travel,Paid,N,
631,707,Gold,100000,2,28-06-202300:00:00,41357,Fuel,Paid,N,
672,707,Silver,50000,1,01-06-202300:00:00,22840,Dining,Paid,N,
1190,707,Silver,50000,1,14-07-202300:00:00,12805,Groceries,Paid,N,
1790,707,Gold,100000,2,04-02-202300:00:00,16347,Dining,Paid,N,
2144,707,Silver,50000,1,09-02-202300:00:00,19153,Groceries,Paid,N,
1500,708,,,,,,,,Y,LowCIBIL
2152,708,,,,,,,,Y,LowSalary
2281,708,,,,,,,,Y,LowCIBIL
209,709,Platinum,300000,3,25-10-202300:00:00,34190,Dining,Paid,N,
525,709,Signature,600000,4,23-09-202300:00:00,11250,Dining,Paid,N,
1942,709,Signature,600000,4,07-02-202300:00:00,44951,Dining,Paid,N,
1993,709,Platinum,300000,3,24-11-202300:00:00,29586,Dining,Paid,N,
1995,709,Platinum,300000,3,13-09-202300:00:00,43096,Fuel,Paid,N,
2033,710,Platinum,300000,3,09-03-202300:00:00,20865,Dining,Paid,N,
159,711,,,,,,,,Y,LowCIBIL
908,711,,,,,,,,Y,LowCIBIL
1459,711,,,,,,,,Y,UnstableEmployment
1992,711,,,,,,,,Y,UnstableEmployment
2128,711,,,,,,,,Y,LowSalary
1192,712,,,,,,,,Y,LowSalary
1681,712,,,,,,,,Y,LowSalary
512,713,,,,,,,,Y,UnstableEmployment
133,714,Signature,600000,4,09-04-202300:00:00,25124,Electronics,Paid,N,
715,714,Signature,600000,4,03-06-202300:00:00,25751,Electronics,Paid,N,
1070,714,Signature,600000,4,02-06-202300:00:00,10199,Travel,Paid,N,
2062,714,Platinum,300000,3,15-04-202300:00:00,33149,Fuel,Paid,N,
9,715,,,,,,,,Y,UnstableEmployment
1420,715,,,,,,,,Y,UnstableEmployment
2044,715,,,,,,,,Y,LowCIBIL
319,717,,,,,,,,Y,HighDebt
2275,717,,,,,,,,Y,LowSalary
344,718,Signature,600000,4,01-03-202300:00:00,14845,Travel,Paid,N,
1326,718,Platinum,300000,3,15-09-202300:00:00,21112,Groceries,Paid,N,
1465,718,Signature,600000,4,17-02-202300:00:00,13686,Electronics,Paid,N,
879,719,Gold,100000,2,31-12-202300:00:00,47863,Dining,Paid,N,
1589,719,Gold,100000,2,30-04-202300:00:00,16896,Dining,Paid,N,
